"","LOCATION","Value","gov_right1","nld","sstran","effpar_ele","debt_hist","internetTValue","internetTLOCATION","internetTTIME","workhourTValue","workhourTLOCATION","workhourTTIME","adulteducationTValue","adulteducationTLOCATION","adulteducationTTIME","teachinghoursTValue","teachinghoursTLOCATION","teachinghoursTTIME"
"1082","ITA1967",6.5,0,2658,11.67,4.163214668,51.17,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1083","ITA1968",6.3,0,3377,12.6,3.950664107,53.79,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1084","ITA1969",6.3,0,3788,12.4,3.950664107,54.17,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1085","ITA1970",6.7,0,4162,12.36,3.950664107,54.61,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1086","ITA1971",6.8,0,5598,13.08,3.950664107,58.83,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1087","ITA1972",6.7,7.94,4756,13.9,4.073303164,65.15,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1088","ITA1973",6.6,10.54,3769,13.76,4.073303164,69.63,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1089","ITA1974",6.1,0,5174,13.72,4.073303164,69.23,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1090","ITA1975",6.3,0,3601,15.65,4.073303164,81.42,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1091","ITA1976",6.3,0,2706,15.59,3.531584728,81.2,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1092","ITA1977",6.9,0,3308,15.24,3.531584728,84.73,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1093","ITA1978",7.1,0,2479,16.46,3.531584728,89.83,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1094","ITA1979",7.6,3.27,2000,15.7,3.920231137,88.46,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1095","ITA1980",7.9,2.05,2238,12.31,3.920231137,85.84,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1096","ITA1981",7.4,1.83,2204,13.83,3.920231137,90.16,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1097","ITA1982",8,3.78,1747,14.04,3.920231137,93.94,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1098","ITA1983",8.1,6.95,1565,14.88,4.522881256,78.61,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1099","ITA1984",8.3,6.67,1816,14.49,4.522881256,81.44,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1100","ITA1985",8.8,6.67,1341,14.8,4.522881256,87.91,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1101","ITA1986",8.5,6.67,1469,14.78,4.522881256,91.75,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1102","ITA1987",8.1,3.38,1149,14.64,4.622225509,95.41,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1103","ITA1988",7.8,3.33,1769,14.61,4.622225509,97.67,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1104","ITA1989",7.6,4.63,1297,15.04,4.622225509,94.43,0,"0",0,0,"0",0,5.6654496,"ITA",1989,0,"0",0
"1105","ITA1990",7.6,6.67,1094,14.97,4.622225509,96.44,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1106","ITA1991",7.7,6.67,791,15.07,4.622225509,99.21,0,"0",0,0,"0",0,6.0649128,"ITA",1991,0,"0",0
"1107","ITA1992",7.8,7.19,903,16,6.642885138,105.6,0,"0",0,0,"0",0,6.3786483,"ITA",1992,0,"0",0
"1108","ITA1993",8,5.27,1054,16.51,6.642885138,114.86,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1109","ITA1994",7.7,48.66,861,16.74,7.606182305,119.49,0,"0",0,0,"0",0,7.5035934,"ITA",1994,0,"0",0
"1110","ITA1995",7.7,3.2,545,15.65,7.606182305,121.06,0,"0",0,1856,"ITA",1995,7.9192142,"ITA",1995,0,"0",0
"1111","ITA1996",7.8,0,904,15.89,7.080498184,127.15,0,"0",0,1866,"ITA",1996,0,"0",0,0,"0",0
"1112","ITA1997",7.7,0,923,16.32,7.080498184,128.56,0,"0",0,1860,"ITA",1997,0,"0",0,0,"0",0
"1113","ITA1998",7.4,0,1103,16.02,7.080498184,130.74,0,"0",0,1874,"ITA",1998,8.5931797,"ITA",1998,0,"0",0
"1114","ITA1999",6.7,0,753,16.25,7.080498184,123.88,0,"0",0,1870,"ITA",1999,9.2728176,"ITA",1999,0,"0",0
"1115","ITA2000",6.7,0,966,15.79,7.080498184,118.83,0,"0",0,1851,"ITA",2000,9.3770475,"ITA",2000,744,"ITA",2000
"1116","ITA2001",6.5,40.24,746,15.64,6.3481181,118.19,0,"0",0,1838,"ITA",2001,10.04891,"ITA",2001,0,"0",0
"1117","ITA2002",6.5,72,616,15.92,6.3481181,117.01,0,"0",0,1827,"ITA",2002,10.367989,"ITA",2002,0,"0",0
"1118","ITA2003",6.4,72,710,16.13,6.3481181,114.26,0,"0",0,1816,"ITA",2003,10.460108,"ITA",2003,0,"0",0
"1119","ITA2006",5.6,29.15,587,16.28,5.508245844,116.25,40.0125,"ITA",2006,1813,"ITA",2006,12.872448,"ITA",2006,734.8,"ITA",2006
"1120","ITA2007",5.7,0,667,16.43,5.508245844,111.72,43.3831,"ITA",2007,1818,"ITA",2007,13.578119,"ITA",2007,734.8,"ITA",2007
"1121","ITA2008",5.8,62.07,621,16.99,3.803221328,114.55,46.9302,"ITA",2008,1807,"ITA",2008,14.357011,"ITA",2008,734.8,"ITA",2008
"1122","ITA2009",5.9,98.42,889,18.54,3.803221328,127.4,53.4823,"ITA",2009,1776,"ITA",2009,14.510798,"ITA",2009,756.8,"ITA",2009
"1123","ITA2010",5.8,100,0,18.62,3.803221328,126.15,58.9711,"ITA",2010,1777,"ITA",2010,14.802574,"ITA",2010,770,"ITA",2010
"1124","ITA2011",6.2,87.95,0,18.59,3.803221328,119.56,61.5733,"ITA",2011,1773,"ITA",2011,14.935372,"ITA",2011,770,"ITA",2011
"1125","ITA2012",6.3,0,0,19.31,3.803221328,138.35,62.9165,"ITA",2012,1734,"ITA",2012,15.708264,"ITA",2012,752.4,"ITA",2012
"1126","JPN1960",27.7,100,1063,3.8,2.400747113,6.81,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1127","JPN1961",25.7,100,1401,3.5,2.400747113,5.19,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1128","JPN1962",23.5,100,1299,3.7,2.400747113,4.85,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1129","JPN1963",21.8,100,1079,4,2.561573831,3.83,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1130","JPN1964",21.1,100,1234,4,2.561573831,3.74,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1131","JPN1965",20.8,100,1542,4.8,2.561573831,4.42,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1132","JPN1966",20.9,100,1252,4.8,2.561573831,5.7,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1133","JPN1967",19.5,100,1214,4.6,3.061090177,6.98,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1134","JPN1968",20.4,100,1546,4.5,3.061090177,7.4,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1135","JPN1969",20.3,100,1783,4.5,3.39206122,10.21,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1136","JPN1970",21,100,2260,4.63,3.39206122,10.78,0,"0",0,2243,"JPN",1970,0,"0",0,0,"0",0
"1137","JPN1971",20.8,100,2527,4.81,3.39206122,12.08,0,"0",0,2239,"JPN",1971,0,"0",0,0,"0",0
"1138","JPN1972",22.3,100,2498,5.15,3.435576077,16.06,0,"0",0,2228,"JPN",1972,0,"0",0,0,"0",0
"1139","JPN1973",22.9,100,3326,5.15,3.435576077,15.6,0,"0",0,2201,"JPN",1973,0,"0",0,0,"0",0
"1140","JPN1974",22.9,100,5211,6.19,3.435576077,12.2,0,"0",0,2137,"JPN",1974,0,"0",0,0,"0",0
"1141","JPN1975",23,100,3391,7.75,3.435576077,19.43,0,"0",0,2112,"JPN",1975,0,"0",0,0,"0",0
"1142","JPN1976",22.1,100,2720,8.49,4.064991077,26.08,0,"0",0,2128,"JPN",1976,0,"0",0,0,"0",0
"1143","JPN1977",22.2,100,1712,8.92,4.064991077,31.28,0,"0",0,2129,"JPN",1977,0,"0",0,0,"0",0
"1144","JPN1978",21.7,100,1517,9.44,4.064991077,39.6,0,"0",0,2123,"JPN",1978,0,"0",0,0,"0",0
"1145","JPN1979",21.9,100,1153,9.84,3.792633946,44.01,0,"0",0,2126,"JPN",1979,0,"0",0,0,"0",0
"1146","JPN1980",21.1,100,1133,10.07,3.452442603,48.16,0,"0",0,2121,"JPN",1980,0,"0",0,0,"0",0
"1147","JPN1981",20.4,100,955,10.53,3.452442603,53.98,0,"0",0,2106,"JPN",1981,0,"0",0,0,"0",0
"1148","JPN1982",20.5,100,944,10.97,3.452442603,60.03,0,"0",0,2104,"JPN",1982,0,"0",0,0,"0",0
"1149","JPN1983",24.3,100,893,11.23,3.669132324,66.34,0,"0",0,2095,"JPN",1983,0,"0",0,0,"0",0
"1150","JPN1984",23.3,100,596,10.96,3.669132324,68.48,0,"0",0,2108,"JPN",1984,0,"0",0,0,"0",0
"1151","JPN1985",22.1,100,627,7.22,3.669132324,70.87,0,"0",0,2093,"JPN",1985,0,"0",0,0,"0",0
"1152","JPN1986",23.8,100,620,7.41,3.397939489,76.69,0,"0",0,2097,"JPN",1986,0,"0",0,0,"0",0
"1153","JPN1987",21.7,100,474,7.65,3.397939489,78.46,0,"0",0,2096,"JPN",1987,0,"0",0,0,"0",0
"1154","JPN1988",20.5,100,498,7.44,3.397939489,74.33,0,"0",0,2092,"JPN",1988,0,"0",0,0,"0",0
"1155","JPN1989",18.7,100,362,7.16,3.397939489,68.08,0,"0",0,2070,"JPN",1989,0,"0",0,0,"0",0
"1156","JPN1990",17.5,100,284,7.34,3.482367035,65.26,0,"0",0,2031,"JPN",1990,0,"0",0,0,"0",0
"1157","JPN1991",16.9,100,310,6.98,3.482367035,64.57,0,"0",0,1998,"JPN",1991,0,"0",0,0,"0",0
"1158","JPN1992",17.4,100,263,7.24,3.482367035,69.04,0,"0",0,1965,"JPN",1992,0,"0",0,0,"0",0
"1159","JPN1993",16.7,73.52,252,7.62,5.29590891,75.43,0,"0",0,1905,"JPN",1993,0,"0",0,0,"0",0
"1160","JPN1994",16.8,55.11,230,7.91,5.29590891,80.12,0,"0",0,1898,"JPN",1994,0,"0",0,0,"0",0
"1161","JPN1995",16.9,69.52,209,8.42,5.29590891,88.15,0,"0",0,1884,"JPN",1995,0,"0",0,0,"0",0
"1162","JPN1996",17.2,67.76,193,8.59,4.090682244,95.05,0,"0",0,1892,"JPN",1996,0,"0",0,0,"0",0
"1163","JPN1997",18,100,178,8.72,4.090682244,101.68,0,"0",0,1865,"JPN",1997,30.531231,"JPN",1997,0,"0",0
"1164","JPN1998",23.9,97.98,145,9.34,4.090682244,113.82,0,"0",0,1842,"JPN",1998,30.627626,"JPN",1998,0,"0",0
"1165","JPN1999",23.4,94.45,154,9.86,4.090682244,127.9,0,"0",0,1810,"JPN",1999,31.847042,"JPN",1999,0,"0",0
"1166","JPN2000",22.3,89.15,118,10.04,4.399413998,136.1,0,"0",0,1821,"JPN",2000,33.615494,"JPN",2000,635,"JPN",2000
"1167","JPN2001",21.4,80.67,90,10.36,4.399413998,144.43,0,"0",0,1809,"JPN",2001,34.13689,"JPN",2001,0,"0",0
"1168","JPN2002",21.7,77.78,74,10.92,4.399413998,153.46,0,"0",0,1798,"JPN",2002,36.575481,"JPN",2002,0,"0",0
"1169","JPN2003",23.3,77.78,47,10.98,3.195715185,158.27,0,"0",0,1799,"JPN",2003,37.422066,"JPN",2003,0,"0",0
"1170","JPN2004",21.9,82.15,51,11.1,3.195715185,166.25,0,"0",0,1787,"JPN",2004,38.693394,"JPN",2004,0,"0",0
"1171","JPN2005",22.1,94.44,50,10.4,3.092050339,169.55,57,"JPN",2005,1775,"JPN",2005,39.939026,"JPN",2005,578,"JPN",2005
"1172","JPN2006",21.6,92.97,46,10.59,3.092050339,166.76,60.5,"JPN",2006,1784,"JPN",2006,40.464294,"JPN",2006,0,"0",0
"1173","JPN2007",22.1,86.96,54,10.79,3.092050339,162.4,62.1,"JPN",2007,1785,"JPN",2007,41.024883,"JPN",2007,705,"JPN",2007
"1174","JPN2008",21.8,87.14,52,11.25,3.092050339,171.13,63.9,"JPN",2008,1771,"JPN",2008,42.842262,"JPN",2008,708.525,"JPN",2008
"1175","JPN2009",22.2,68.39,92,12.67,3.024592965,188.74,67.1,"JPN",2009,1714,"JPN",2009,43.764038,"JPN",2009,706.7625,"JPN",2009
"1176","JPN2010",21.2,5.57,85,12.82,3.024592965,193.2,0,"0",0,1733,"JPN",2010,44.809975,"JPN",2010,706.7625,"JPN",2010
"1177","JPN2011",20.9,5.56,57,13.19,3.024592965,209.4,0,"0",0,1728,"JPN",2011,46.364063,"JPN",2011,731.3595,"JPN",2011
"1178","JPN2012",19.1,6.44,79,13.2,4.524334131,215.36,0,"0",0,1745,"JPN",2012,46.619377,"JPN",2012,731.3595,"JPN",2012
"1179","JPN2013",18.7,94.74,71,13.1,4.524334131,221.47,0,"0",0,1734,"JPN",2013,47.311993,"JPN",2013,736.2639,"JPN",2013
"1180","JPN2014",17.6,94.74,0,12.78,3.912439602,227.67,0,"0",0,1729,"JPN",2014,48.185074,"JPN",2014,742.29885,"JPN",2014
"1181","KOR1985",11.2,0,0,0,0,0,0,"0",0,2882,"KOR",1985,0,"0",0,0,"0",0
"1182","KOR1986",10.3,0,0,0,0,0,0,"0",0,2911,"KOR",1986,0,"0",0,0,"0",0
"1183","KOR1987",9.7,0,0,0,0,0,0,"0",0,2880,"KOR",1987,0,"0",0,0,"0",0
"1184","KOR1988",8.4,0,0,0,0,0,0,"0",0,2834,"KOR",1988,0,"0",0,0,"0",0
"1185","KOR1989",8.6,0,0,0,0,0,0,"0",0,2731,"KOR",1989,0,"0",0,0,"0",0
"1186","KOR1990",8.8,0,0,0,0,0,0,"0",0,2677,"KOR",1990,0,"0",0,0,"0",0
"1187","KOR1991",8.4,0,0,0,0,0,0,"0",0,2661,"KOR",1991,0,"0",0,0,"0",0
"1188","KOR1992",9.5,0,0,0,0,0,0,"0",0,2639,"KOR",1992,0,"0",0,0,"0",0
"1189","KOR1993",11.3,0,0,0,0,0,0,"0",0,2656,"KOR",1993,0,"0",0,0,"0",0
"1190","KOR1994",11.5,0,0,0,0,0,0,"0",0,2640,"KOR",1994,0,"0",0,0,"0",0
"1191","KOR1995",12.7,0,0,0,0,0,0,"0",0,2648,"KOR",1995,18.117176,"KOR",1995,0,"0",0
"1192","KOR1996",15.2,0,0,0,0,0,0,"0",0,2637,"KOR",1996,0,"0",0,0,"0",0
"1193","KOR1997",15.6,0,0,0,0,0,0,"0",0,2582,"KOR",1997,19.752064,"KOR",1997,0,"0",0
"1194","KOR1998",21.7,0,0,0,0,0,0,"0",0,2488,"KOR",1998,22.474796,"KOR",1998,0,"0",0
"1195","KOR1999",18.1,0,0,0,0,0,0,"0",0,2495,"KOR",1999,23.132532,"KOR",1999,0,"0",0
"1196","KOR2000",16.6,0,0,0,0,0,0,"0",0,2512,"KOR",2000,23.920727,"KOR",2000,865,"KOR",2000
"1197","KOR2001",18,0,0,0,0,0,0,"0",0,2499,"KOR",2001,24.976711,"KOR",2001,0,"0",0
"1198","KOR2002",22.7,0,0,0,0,0,0,"0",0,2464,"KOR",2002,26.02903,"KOR",2002,0,"0",0
"1199","KOR2003",28.1,0,0,0,0,0,0,"0",0,2424,"KOR",2003,29.45536,"KOR",2003,0,"0",0
"1200","KOR2004",29.5,0,0,0,0,0,0,"0",0,2392,"KOR",2004,30.475597,"KOR",2004,0,"0",0
"1201","KOR2005",29.9,0,0,0,0,0,92.73207761,"KOR",2005,2351,"KOR",2005,31.605495,"KOR",2005,883,"KOR",2005
"1202","KOR2006",26.2,0,0,0,0,0,93.99318525,"KOR",2006,2346,"KOR",2006,32.930244,"KOR",2006,864,"KOR",2006
"1203","KOR2007",28.7,0,0,0,0,0,94.13277834,"KOR",2007,2306,"KOR",2007,34.611725,"KOR",2007,848,"KOR",2007
"1204","KOR2008",29,0,0,0,0,0,94.27491965,"KOR",2008,2219,"KOR",2008,36.556026,"KOR",2008,840.42987926,"KOR",2008
"1205","KOR2009",33.8,0,0,0,0,0,95.90486133,"KOR",2009,2174,"KOR",2009,38.66198,"KOR",2009,835.56,"KOR",2009
"1206","KOR2010",33.5,0,0,0,0,0,96.83383848,"KOR",2010,2163,"KOR",2010,39.719578,"KOR",2010,807.4,"KOR",2010
"1207","KOR2011",33.3,0,0,0,0,0,97.2,"KOR",2011,2133,"KOR",2011,40.408531,"KOR",2011,812.40709553,"KOR",2011
"1208","KOR2012",29.1,0,0,0,0,0,97.3,"KOR",2012,2109,"KOR",2012,41.730968,"KOR",2012,693.5,"KOR",2012
"1209","KOR2013",28.7,0,0,0,0,0,98.1,"KOR",2013,2100,"KOR",2013,43.112762,"KOR",2013,666.9,"KOR",2013
"1210","LTU1981",36.8,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1211","LTU1982",37.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1212","LTU1985",37.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1213","LTU1986",28,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1214","LTU1987",32,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1215","LTU1988",29.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1216","LTU1989",29.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1217","LTU1990",28.6,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1218","LTU1991",33.2,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1219","LTU1992",38,0,0,0,3.832842091,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1220","LTU1993",46,0,0,0,3.832842091,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1221","LTU1994",49.9,0,0,0,3.832842091,7.65,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1222","LTU1995",50,0,0,8.17,3.832842091,11.5,0,"0",0,1729,"LTU",1995,0,"0",0,0,"0",0
"1223","LTU1996",51,7.31,0,8.58,7.27902694,13.9,0,"0",0,1727,"LTU",1996,0,"0",0,0,"0",0
"1224","LTU1997",48,76.47,0,9.64,7.27902694,15.4,0,"0",0,1733,"LTU",1997,0,"0",0,0,"0",0
"1225","LTU1998",46.3,68.9,0,10.84,7.27902694,16.5,0,"0",0,1780,"LTU",1998,0,"0",0,0,"0",0
"1226","LTU1999",46,59.47,0,12.2,7.27902694,22.7,0,"0",0,1726,"LTU",1999,0,"0",0,0,"0",0
"1227","LTU2000",48.4,50,56,11.48,5.589652435,23.5,0,"0",0,1846,"LTU",2000,41.801403,"LTU",2000,0,"0",0
"1228","LTU2001",45.7,25.34,34,11.29,5.589652435,22.9,0,"0",0,1831,"LTU",2001,0,"0",0,0,"0",0
"1229","LTU2002",46,0,0,9.99,5.589652435,22.1,0,"0",0,1802,"LTU",2002,0,"0",0,0,"0",0
"1230","LTU2003",43,0,0,9.77,5.589652435,20.4,0,"0",0,1786,"LTU",2003,0,"0",0,0,"0",0
"1231","LTU2004",41.1,0,0,9.75,5.765749144,18.7,0,"0",0,1879,"LTU",2004,0,"0",0,0,"0",0
"1232","LTU2005",39.4,0,1,9.32,5.765749144,17.6,15.7818,"LTU",2005,1879,"LTU",2005,26.547928,"LTU",2005,0,"0",0
"1233","LTU2006",31.2,6.54,0,9.17,5.765749144,17.2,34.5131,"LTU",2006,1874,"LTU",2006,26.751383,"LTU",2006,0,"0",0
"1234","LTU2007",31,14.29,161,9.66,5.765749144,15.9,44.3623,"LTU",2007,1904,"LTU",2007,28.931429,"LTU",2007,0,"0",0
"1235","LTU2008",33.7,14.52,112,11.49,8.962259923,14.6,50.9361,"LTU",2008,1934,"LTU",2008,30.408518,"LTU",2008,0,"0",0
"1236","LTU2009",34.5,96.75,0,16.17,8.962259923,29,60.0007,"LTU",2009,1863,"LTU",2009,30.958277,"LTU",2009,0,"0",0
"1237","LTU2010",31.6,93.33,0,14.3,8.962259923,36.2,60.5782,"LTU",2010,1884,"LTU",2010,32.440029,"LTU",2010,0,"0",0
"1238","LTU2011",32.2,93.33,0,12.48,8.962259923,37.2,60.143,"LTU",2011,1859,"LTU",2011,33.489258,"LTU",2011,0,"0",0
"1239","LTU2012",29.5,88.96,193,11.96,7.63283033,39.8,60.1151,"LTU",2012,1857,"LTU",2012,34.05378,"LTU",2012,0,"0",0
"1240","LTU2013",34.8,13.33,0,11.19,7.63283033,38.8,64.7309,"LTU",2013,1841,"LTU",2013,35.19833,"LTU",2013,0,"0",0
"1241","LTU2014",29.8,13.33,78,10.67,7.63283033,40.7,65.9725,"LTU",2014,1834,"LTU",2014,36.668087,"LTU",2014,0,"0",0
"1242","LTU2015",29,13.33,0,10.65,7.63283033,0,68.2621,"LTU",2015,1860,"LTU",2015,38.724106,"LTU",2015,565.2,"LTU",2015
"1243","LUX1967",14.2,0,0,15.8,3.503927903,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1244","LUX1968",12.9,0,0,15.3,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1245","LUX1969",16.4,39.33,0,14.5,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1246","LUX1970",15.7,42.86,0,13.63,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1247","LUX1971",14.7,42.86,0,15.08,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1248","LUX1972",15.5,42.86,0,15.45,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1249","LUX1973",13.8,42.86,0,14.5,3.493010486,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1250","LUX1974",13.5,46.77,0,13.78,4.263755943,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1251","LUX1975",11.1,50,0,19.43,4.263755943,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1252","LUX1976",14.8,50,0,20.25,4.263755943,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1253","LUX1977",16.5,50,0,22.03,4.263755943,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1254","LUX1978",18.9,50,0,21.91,4.263755943,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1255","LUX1979",21.5,52.59,0,22.01,4.165018014,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1256","LUX1980",13.8,55.56,0,22.75,4.165018014,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1257","LUX1981",17,55.56,0,23.89,4.165018014,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1258","LUX1982",22,55.56,0,23.32,4.165018014,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1259","LUX1983",23.2,55.56,0,22.67,4.165018014,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1260","LUX1984",18.6,30.51,0,22.12,3.559073502,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1261","LUX1985",16,0,0,21.99,3.559073502,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1262","LUX1986",13.8,0,0,21.84,3.559073502,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1263","LUX1987",19.6,0,2,0,3.559073502,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1264","LUX1988",18.2,0,0,0,3.559073502,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1265","LUX1989",19.6,0,0,0,4.658790205,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1266","LUX1990",17.9,0,1,12.63,4.658790205,5.36,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1267","LUX1991",19.8,0,0,13.27,4.658790205,4.64,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1268","LUX1992",15,0,0,13.61,4.658790205,5.48,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1269","LUX1993",16.1,0,0,13.94,4.658790205,6.85,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1270","LUX1994",18.8,0,0,13.89,4.728691335,6.28,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1271","LUX1995",15.2,0,0,14.61,4.728691335,9.04,0,"0",0,1593,"LUX",1995,0,"0",0,0,"0",0
"1272","LUX1996",17.5,0,0,14.26,4.728691335,9.57,0,"0",0,1600,"LUX",1996,0,"0",0,0,"0",0
"1273","LUX1997",19.6,0,0,14.46,4.728691335,9.68,0,"0",0,1598,"LUX",1997,0,"0",0,0,"0",0
"1274","LUX1998",14.9,0,0,14.47,4.728691335,14.17,0,"0",0,1593,"LUX",1998,0,"0",0,0,"0",0
"1275","LUX1999",16.2,15.89,0,13.5,4.714357103,14.41,0,"0",0,1592,"LUX",1999,0,"0",0,0,"0",0
"1276","LUX2000",14.5,50,0,13.08,4.714357103,13.18,0,"0",0,1602,"LUX",2000,18.284153,"LUX",2000,0,"0",0
"1277","LUX2001",16.8,50,0,13.85,4.714357103,13.48,0,"0",0,1586,"LUX",2001,0,"0",0,0,"0",0
"1278","LUX2002",19.2,50,0,14.53,4.714357103,12.26,0,"0",0,1581,"LUX",2002,0,"0",0,0,"0",0
"1279","LUX2003",10.8,50,0,15.52,4.714357103,13.18,0,"0",0,1579,"LUX",2003,0,"0",0,0,"0",0
"1280","LUX2004",13.5,28.96,0,15.22,4.265229,14.07,0,"0",0,1578,"LUX",2004,0,"0",0,0,"0",0
"1281","LUX2005",10.5,0,0,15.18,4.265229,12.45,64.578,"LUX",2005,1550,"LUX",2005,26.549366,"LUX",2005,774.4,"LUX",2005
"1282","LUX2006",13.5,0,0,14.2,4.265229,11.85,70.1811,"LUX",2006,1552,"LUX",2006,23.993208,"LUX",2006,774.4,"LUX",2006
"1283","LUX2007",16.2,0,0,13.44,4.265229,11.63,74.5531,"LUX",2007,1566,"LUX",2007,26.512686,"LUX",2007,774.4,"LUX",2007
"1284","LUX2008",8.4,0,0,14.53,4.265229,19.24,80.0903,"LUX",2008,1567,"LUX",2008,27.653927,"LUX",2008,739.2,"LUX",2008
"1285","LUX2009",9.3,0,0,16.64,4.257221312,18.96,87.2017,"LUX",2009,1516,"LUX",2009,34.795971,"LUX",2009,739.2,"LUX",2009
"1286","LUX2010",10.3,0,0,15.9,4.257221312,26.23,90.2768,"LUX",2010,1517,"LUX",2010,35.475895,"LUX",2010,739.2,"LUX",2010
"1287","LUX2011",10.4,0,0,15.3,4.257221312,27,90.6208,"LUX",2011,1515,"LUX",2011,37.034779,"LUX",2011,809.6,"LUX",2011
"1288","LUX2012",9.4,0,0,15.99,4.257221312,30.64,93.08,"LUX",2012,1508,"LUX",2012,39.110382,"LUX",2012,809.6,"LUX",2012
"1289","LUX2013",7.3,2.98,0,15.9,4.812690101,29.98,94.4593,"LUX",2013,1501,"LUX",2013,40.673241,"LUX",2013,809.6,"LUX",2013
"1290","LUX2014",11.8,38.89,0,15.39,4.812690101,33.69,95.5568,"LUX",2014,1508,"LUX",2014,45.935593,"LUX",2014,809.6,"LUX",2014
"1291","LVA1980",34.4,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
"1292","LVA1981",35.1,0,0,0,0,0,0,"0",0,0,"0",0,0,"0",0,0,"0",0
